label,category,source,source_id
Tableware,object,openimages_boxable_v7,/m/04brg2
Taco,object,openimages_boxable_v7,/m/07crc
Tank,object,openimages_boxable_v7,/m/07cmd
Tap,object,openimages_boxable_v7,/m/02jz0l
Tart,object,openimages_boxable_v7,/m/02zvsm
Taxi,object,openimages_boxable_v7,/m/0pg52
Tea,object,openimages_boxable_v7,/m/07clx
Teapot,object,openimages_boxable_v7,/m/01fh4r
Teddy bear,object,openimages_boxable_v7,/m/0kmg4
Telephone,object,openimages_boxable_v7,/m/07cx4
Television,object,openimages_boxable_v7,/m/07c52
Tennis ball,object,openimages_boxable_v7,/m/05ctyq
Tennis racket,object,openimages_boxable_v7,/m/0h8my_4
Tent,object,openimages_boxable_v7,/m/01j61q
Tiara,object,openimages_boxable_v7,/m/01krhy
Tick,object,openimages_boxable_v7,/m/0175cv
Tie,object,openimages_boxable_v7,/m/01rkbr
Tiger,object,openimages_boxable_v7,/m/07dm6
Tin can,object,openimages_boxable_v7,/m/02jnhm
Tire,object,openimages_boxable_v7,/m/0h9mv
Toaster,object,openimages_boxable_v7,/m/01k6s3
Toilet,object,openimages_boxable_v7,/m/09g1w
Toilet paper,object,openimages_boxable_v7,/m/09gtd
Tomato,object,openimages_boxable_v7,/m/07j87
Tool,object,openimages_boxable_v7,/m/07k1x
Toothbrush,object,openimages_boxable_v7,/m/012xff
Torch,object,openimages_boxable_v7,/m/07dd4
Tortoise,object,openimages_boxable_v7,/m/011k07
Towel,object,openimages_boxable_v7,/m/0162_1
Tower,object,openimages_boxable_v7,/m/01fdzj
Toy,object,openimages_boxable_v7,/m/0138tl
Traffic light,object,openimages_boxable_v7,/m/015qff
Traffic sign,object,openimages_boxable_v7,/m/01mqdt
Train,object,openimages_boxable_v7,/m/07jdr
Training bench,object,openimages_boxable_v7,/m/076lb9
Treadmill,object,openimages_boxable_v7,/m/030610
Tree,object,openimages_boxable_v7,/m/07j7r
Tree house,object,openimages_boxable_v7,/m/02wg_p
Tripod,object,openimages_boxable_v7,/m/073bxn
Trombone,object,openimages_boxable_v7,/m/07c6l
Trousers,object,openimages_boxable_v7,/m/07mhn
Truck,object,openimages_boxable_v7,/m/07r04
Trumpet,object,openimages_boxable_v7,/m/07gql
Turkey,object,openimages_boxable_v7,/m/0jly1
Turtle,object,openimages_boxable_v7,/m/09dzg
Umbrella,object,openimages_boxable_v7,/m/0hnnb
Unicycle,object,openimages_boxable_v7,/m/0f6nr
Van,object,openimages_boxable_v7,/m/0h2r6
Vase,object,openimages_boxable_v7,/m/02s195
Vegetable,object,openimages_boxable_v7,/m/0f4s2w
Vehicle,object,openimages_boxable_v7,/m/07yv9
Vehicle registration plate,object,openimages_boxable_v7,/m/01jfm_
Violin,object,openimages_boxable_v7,/m/07y_7
Volleyball (Ball),object,openimages_boxable_v7,/m/02rgn06
Waffle,object,openimages_boxable_v7,/m/01dwsz
Waffle iron,object,openimages_boxable_v7,/m/04z4wx
Wall clock,object,openimages_boxable_v7,/m/0h8mzrc
Wardrobe,object,openimages_boxable_v7,/m/02vkqh8
Washing machine,object,openimages_boxable_v7,/m/0174k2
Waste container,object,openimages_boxable_v7,/m/0bjyj5
Watch,object,openimages_boxable_v7,/m/0gjkl
Watercraft,object,openimages_boxable_v7,/m/01rzcn
Watermelon,object,openimages_boxable_v7,/m/0kpqd
Weapon,object,openimages_boxable_v7,/m/083kb
Whale,object,openimages_boxable_v7,/m/084zz
Wheel,object,openimages_boxable_v7,/m/083wq
Wheelchair,object,openimages_boxable_v7,/m/0qmmr
Whisk,object,openimages_boxable_v7,/m/02vwcm
Whiteboard,object,openimages_boxable_v7,/m/02d9qx
Willow,object,openimages_boxable_v7,/m/0mw_6
Window,object,openimages_boxable_v7,/m/0d4v4
Window blind,object,openimages_boxable_v7,/m/031b6r
Wine,object,openimages_boxable_v7,/m/081qc
Wine glass,object,openimages_boxable_v7,/m/09tvcd
Wine rack,object,openimages_boxable_v7,/m/0271qf7
Winter melon,object,openimages_boxable_v7,/m/02cvgx
Wok,object,openimages_boxable_v7,/m/084rd
Woman,object,openimages_boxable_v7,/m/03bt1vf
Wood-burning stove,object,openimages_boxable_v7,/m/04169hn
Woodpecker,object,openimages_boxable_v7,/m/01dy8n
Worm,object,openimages_boxable_v7,/m/084hf
Wrench,object,openimages_boxable_v7,/m/01j5ks
Zebra,object,openimages_boxable_v7,/m/0898b
Zucchini,object,openimages_boxable_v7,/m/027pcv
airfield,scene,places365,0
airplane cabin,scene,places365,1
airport terminal,scene,places365,2
alcove,scene,places365,3
alley,scene,places365,4
amphitheater,scene,places365,5
amusement arcade,scene,places365,6
amusement park,scene,places365,7
apartment building / outdoor,scene,places365,8
aquarium,scene,places365,9
aqueduct,scene,places365,10
arcade,scene,places365,11
arch,scene,places365,12
archaelogical excavation,scene,places365,13
archive,scene,places365,14
arena / hockey,scene,places365,15
arena / performance,scene,places365,16
arena / rodeo,scene,places365,17
army base,scene,places365,18
art gallery,scene,places365,19
art school,scene,places365,20
art studio,scene,places365,21
artists loft,scene,places365,22
assembly line,scene,places365,23
athletic field / outdoor,scene,places365,24
atrium / public,scene,places365,25
attic,scene,places365,26
auditorium,scene,places365,27
auto factory,scene,places365,28
auto showroom,scene,places365,29
badlands,scene,places365,30
bakery / shop,scene,places365,31
balcony / exterior,scene,places365,32
balcony / interior,scene,places365,33
ball pit,scene,places365,34
ballroom,scene,places365,35
bamboo forest,scene,places365,36
bank vault,scene,places365,37
banquet hall,scene,places365,38
bar,scene,places365,39
barn,scene,places365,40
barndoor,scene,places365,41
baseball field,scene,places365,42
basement,scene,places365,43
basketball court / indoor,scene,places365,44
bathroom,scene,places365,45
bazaar / indoor,scene,places365,46
bazaar / outdoor,scene,places365,47
beach,scene,places365,48
beach house,scene,places365,49
beauty salon,scene,places365,50
bedchamber,scene,places365,51
bedroom,scene,places365,52
beer garden,scene,places365,53
beer hall,scene,places365,54
berth,scene,places365,55
biology laboratory,scene,places365,56
boardwalk,scene,places365,57
boat deck,scene,places365,58
boathouse,scene,places365,59
bookstore,scene,places365,60
booth / indoor,scene,places365,61
botanical garden,scene,places365,62
bow window / indoor,scene,places365,63
bowling alley,scene,places365,64
boxing ring,scene,places365,65
bridge,scene,places365,66
building facade,scene,places365,67
bullring,scene,places365,68
burial chamber,scene,places365,69
bus interior,scene,places365,70
bus station / indoor,scene,places365,71
butchers shop,scene,places365,72
butte,scene,places365,73
cabin / outdoor,scene,places365,74
cafeteria,scene,places365,75
campsite,scene,places365,76
campus,scene,places365,77
canal / natural,scene,places365,78
canal / urban,scene,places365,79
candy store,scene,places365,80
canyon,scene,places365,81
car interior,scene,places365,82
carrousel,scene,places365,83
castle,scene,places365,84
catacomb,scene,places365,85
cemetery,scene,places365,86
chalet,scene,places365,87
chemistry lab,scene,places365,88
childs room,scene,places365,89
church / indoor,scene,places365,90
church / outdoor,scene,places365,91
classroom,scene,places365,92
clean room,scene,places365,93
cliff,scene,places365,94
closet,scene,places365,95
clothing store,scene,places365,96
coast,scene,places365,97
cockpit,scene,places365,98
coffee shop,scene,places365,99
computer room,scene,places365,100
conference center,scene,places365,101
conference room,scene,places365,102
construction site,scene,places365,103
corn field,scene,places365,104
corral,scene,places365,105
corridor,scene,places365,106
cottage,scene,places365,107
courthouse,scene,places365,108
courtyard,scene,places365,109
creek,scene,places365,110
crevasse,scene,places365,111
crosswalk,scene,places365,112
dam,scene,places365,113
delicatessen,scene,places365,114
department store,scene,places365,115
desert / sand,scene,places365,116
desert / vegetation,scene,places365,117
desert road,scene,places365,118
diner / outdoor,scene,places365,119
dining hall,scene,places365,120
dining room,scene,places365,121
discotheque,scene,places365,122
doorway / outdoor,scene,places365,123
dorm room,scene,places365,124
downtown,scene,places365,125
dressing room,scene,places365,126
driveway,scene,places365,127
drugstore,scene,places365,128
elevator / door,scene,places365,129
elevator lobby,scene,places365,130
elevator shaft,scene,places365,131
embassy,scene,places365,132
engine room,scene,places365,133
entrance hall,scene,places365,134
escalator / indoor,scene,places365,135
excavation,scene,places365,136
fabric store,scene,places365,137
farm,scene,places365,138
fastfood restaurant,scene,places365,139
field / cultivated,scene,places365,140
field / wild,scene,places365,141
field road,scene,places365,142
fire escape,scene,places365,143
fire station,scene,places365,144
fishpond,scene,places365,145
flea market / indoor,scene,places365,146
florist shop / indoor,scene,places365,147
food court,scene,places365,148
football field,scene,places365,149
forest / broadleaf,scene,places365,150
forest path,scene,places365,151
forest road,scene,places365,152
formal garden,scene,places365,153
fountain,scene,places365,154
galley,scene,places365,155
garage / indoor,scene,places365,156
garage / outdoor,scene,places365,157
gas station,scene,places365,158
gazebo / exterior,scene,places365,159
general store / indoor,scene,places365,160
general store / outdoor,scene,places365,161
gift shop,scene,places365,162
glacier,scene,places365,163
golf course,scene,places365,164
greenhouse / indoor,scene,places365,165
greenhouse / outdoor,scene,places365,166
grotto,scene,places365,167
gymnasium / indoor,scene,places365,168
hangar / indoor,scene,places365,169
hangar / outdoor,scene,places365,170
harbor,scene,places365,171
hardware store,scene,places365,172
hayfield,scene,places365,173
heliport,scene,places365,174
highway,scene,places365,175
home office,scene,places365,176
home theater,scene,places365,177
hospital,scene,places365,178
hospital room,scene,places365,179
hot spring,scene,places365,180
hotel / outdoor,scene,places365,181
hotel room,scene,places365,182
house,scene,places365,183
hunting lodge / outdoor,scene,places365,184
ice cream parlor,scene,places365,185
ice floe,scene,places365,186
ice shelf,scene,places365,187
ice skating rink / indoor,scene,places365,188
ice skating rink / outdoor,scene,places365,189
iceberg,scene,places365,190
igloo,scene,places365,191
industrial area,scene,places365,192
inn / outdoor,scene,places365,193
islet,scene,places365,194
jacuzzi / indoor,scene,places365,195
jail cell,scene,places365,196
japanese garden,scene,places365,197
jewelry shop,scene,places365,198
junkyard,scene,places365,199
kasbah,scene,places365,200
kennel / outdoor,scene,places365,201
kindergarden classroom,scene,places365,202
kitchen,scene,places365,203
lagoon,scene,places365,204
lake / natural,scene,places365,205
landfill,scene,places365,206
landing deck,scene,places365,207
laundromat,scene,places365,208
lawn,scene,places365,209
lecture room,scene,places365,210
legislative chamber,scene,places365,211
library / indoor,scene,places365,212
library / outdoor,scene,places365,213
lighthouse,scene,places365,214
living room,scene,places365,215
loading dock,scene,places365,216
lobby,scene,places365,217
lock chamber,scene,places365,218
locker room,scene,places365,219
mansion,scene,places365,220
manufactured home,scene,places365,221
market / indoor,scene,places365,222
market / outdoor,scene,places365,223
marsh,scene,places365,224
martial arts gym,scene,places365,225
mausoleum,scene,places365,226
medina,scene,places365,227
mezzanine,scene,places365,228
moat / water,scene,places365,229
mosque / outdoor,scene,places365,230
motel,scene,places365,231
mountain,scene,places365,232
mountain path,scene,places365,233
mountain snowy,scene,places365,234
movie theater / indoor,scene,places365,235
museum / indoor,scene,places365,236
museum / outdoor,scene,places365,237
music studio,scene,places365,238
natural history museum,scene,places365,239
nursery,scene,places365,240
nursing home,scene,places365,241
oast house,scene,places365,242
ocean,scene,places365,243
office,scene,places365,244
office building,scene,places365,245
office cubicles,scene,places365,246
oilrig,scene,places365,247
operating room,scene,places365,248
orchard,scene,places365,249
orchestra pit,scene,places365,250
pagoda,scene,places365,251
palace,scene,places365,252
pantry,scene,places365,253
park,scene,places365,254
parking garage / indoor,scene,places365,255
parking garage / outdoor,scene,places365,256
parking lot,scene,places365,257
pasture,scene,places365,258
patio,scene,places365,259
pavilion,scene,places365,260
pet shop,scene,places365,261
pharmacy,scene,places365,262
phone booth,scene,places365,263
physics laboratory,scene,places365,264
picnic area,scene,places365,265
pier,scene,places365,266
pizzeria,scene,places365,267
playground,scene,places365,268
playroom,scene,places365,269
plaza,scene,places365,270
pond,scene,places365,271
porch,scene,places365,272
promenade,scene,places365,273
pub / indoor,scene,places365,274
racecourse,scene,places365,275
raceway,scene,places365,276
raft,scene,places365,277
railroad track,scene,places365,278
rainforest,scene,places365,279
reception,scene,places365,280
recreation room,scene,places365,281
repair shop,scene,places365,282
residential neighborhood,scene,places365,283
restaurant,scene,places365,284
restaurant kitchen,scene,places365,285
restaurant patio,scene,places365,286
rice paddy,scene,places365,287
river,scene,places365,288
rock arch,scene,places365,289
roof garden,scene,places365,290
rope bridge,scene,places365,291
ruin,scene,places365,292
runway,scene,places365,293
sandbox,scene,places365,294
sauna,scene,places365,295
schoolhouse,scene,places365,296
science museum,scene,places365,297
server room,scene,places365,298
shed,scene,places365,299
shoe shop,scene,places365,300
shopfront,scene,places365,301
shopping mall / indoor,scene,places365,302
shower,scene,places365,303
ski resort,scene,places365,304
ski slope,scene,places365,305
sky,scene,places365,306
skyscraper,scene,places365,307
slum,scene,places365,308
snowfield,scene,places365,309
soccer field,scene,places365,310
stable,scene,places365,311
stadium / baseball,scene,places365,312
stadium / football,scene,places365,313
stadium / soccer,scene,places365,314
stage / indoor,scene,places365,315
stage / outdoor,scene,places365,316
staircase,scene,places365,317
storage room,scene,places365,318
street,scene,places365,319
subway station / platform,scene,places365,320
supermarket,scene,places365,321
sushi bar,scene,places365,322
swamp,scene,places365,323
swimming hole,scene,places365,324
swimming pool / indoor,scene,places365,325
swimming pool / outdoor,scene,places365,326
synagogue / outdoor,scene,places365,327
television room,scene,places365,328
television studio,scene,places365,329
temple / asia,scene,places365,330
throne room,scene,places365,331
ticket booth,scene,places365,332
topiary garden,scene,places365,333
tower,scene,places365,334
toyshop,scene,places365,335
train interior,scene,places365,336
train station / platform,scene,places365,337
tree farm,scene,places365,338
tree house,scene,places365,339
trench,scene,places365,340
tundra,scene,places365,341
underwater / ocean deep,scene,places365,342
utility room,scene,places365,343
valley,scene,places365,344
vegetable garden,scene,places365,345
veterinarians office,scene,places365,346
viaduct,scene,places365,347
village,scene,places365,348
vineyard,scene,places365,349
volcano,scene,places365,350
volleyball court / outdoor,scene,places365,351
waiting room,scene,places365,352
water park,scene,places365,353
water tower,scene,places365,354
waterfall,scene,places365,355
watering hole,scene,places365,356
wave,scene,places365,357
wet bar,scene,places365,358
wheat field,scene,places365,359
wind farm,scene,places365,360
windmill,scene,places365,361
yard,scene,places365,362
youth hostel,scene,places365,363
zen garden,scene,places365,364
abseiling,action,kinetics_400,
air drumming,action,kinetics_400,
answering questions,action,kinetics_400,
applauding,action,kinetics_400,
applying cream,action,kinetics_400,
archery,action,kinetics_400,
arm wrestling,action,kinetics_400,
arranging flowers,action,kinetics_400,
assembling computer,action,kinetics_400,
auctioning,action,kinetics_400,
baby waking up,action,kinetics_400,
baking cookies,action,kinetics_400,
balloon blowing,action,kinetics_400,
bandaging,action,kinetics_400,
barbequing,action,kinetics_400,
bartending,action,kinetics_400,
beatboxing,action,kinetics_400,
bee keeping,action,kinetics_400,
belly dancing,action,kinetics_400,
bench pressing,action,kinetics_400,
bending back,action,kinetics_400,
bending metal,action,kinetics_400,
biking through snow,action,kinetics_400,
blasting sand,action,kinetics_400,
blowing glass,action,kinetics_400,
blowing leaves,action,kinetics_400,
blowing nose,action,kinetics_400,
blowing out candles,action,kinetics_400,
bobsledding,action,kinetics_400,
bookbinding,action,kinetics_400,
bouncing on trampoline,action,kinetics_400,
bowling,action,kinetics_400,
braiding hair,action,kinetics_400,
breading or breadcrumbing,action,kinetics_400,
breakdancing,action,kinetics_400,
brush painting,action,kinetics_400,
brushing hair,action,kinetics_400,
brushing teeth,action,kinetics_400,
building cabinet,action,kinetics_400,
building shed,action,kinetics_400,
bungee jumping,action,kinetics_400,
busking,action,kinetics_400,
canoeing or kayaking,action,kinetics_400,
capoeira,action,kinetics_400,
carrying baby,action,kinetics_400,
cartwheeling,action,kinetics_400,
carving pumpkin,action,kinetics_400,
catching fish,action,kinetics_400,
catching or throwing baseball,action,kinetics_400,
catching or throwing frisbee,action,kinetics_400,
catching or throwing softball,action,kinetics_400,
celebrating,action,kinetics_400,
changing oil,action,kinetics_400,
changing wheel,action,kinetics_400,
checking tires,action,kinetics_400,
cheerleading,action,kinetics_400,
chopping wood,action,kinetics_400,
clapping,action,kinetics_400,
clay pottery making,action,kinetics_400,
clean and jerk,action,kinetics_400,
cleaning floor,action,kinetics_400,
cleaning gutters,action,kinetics_400,
cleaning pool,action,kinetics_400,
cleaning shoes,action,kinetics_400,
cleaning toilet,action,kinetics_400,
cleaning windows,action,kinetics_400,
climbing a rope,action,kinetics_400,
climbing ladder,action,kinetics_400,
climbing tree,action,kinetics_400,
contact juggling,action,kinetics_400,
cooking chicken,action,kinetics_400,
cooking egg,action,kinetics_400,
cooking on campfire,action,kinetics_400,
cooking sausages,action,kinetics_400,
counting money,action,kinetics_400,
country line dancing,action,kinetics_400,
cracking neck,action,kinetics_400,
crawling baby,action,kinetics_400,
crossing river,action,kinetics_400,
crying,action,kinetics_400,
curling hair,action,kinetics_400,
cutting nails,action,kinetics_400,
cutting pineapple,action,kinetics_400,
cutting watermelon,action,kinetics_400,
dancing ballet,action,kinetics_400,
dancing charleston,action,kinetics_400,
dancing gangnam style,action,kinetics_400,
dancing macarena,action,kinetics_400,
deadlifting,action,kinetics_400,
decorating the christmas tree,action,kinetics_400,
digging,action,kinetics_400,
dining,action,kinetics_400,
disc golfing,action,kinetics_400,
diving cliff,action,kinetics_400,
dodgeball,action,kinetics_400,
doing aerobics,action,kinetics_400,
doing laundry,action,kinetics_400,
doing nails,action,kinetics_400,
drawing,action,kinetics_400,
dribbling basketball,action,kinetics_400,
drinking,action,kinetics_400,
drinking beer,action,kinetics_400,
drinking shots,action,kinetics_400,
driving car,action,kinetics_400,
driving tractor,action,kinetics_400,
drop kicking,action,kinetics_400,
drumming fingers,action,kinetics_400,
dunking basketball,action,kinetics_400,
dying hair,action,kinetics_400,
eating burger,action,kinetics_400,
eating cake,action,kinetics_400,
eating carrots,action,kinetics_400,
eating chips,action,kinetics_400,
eating doughnuts,action,kinetics_400,
eating hotdog,action,kinetics_400,
eating ice cream,action,kinetics_400,
eating spaghetti,action,kinetics_400,
eating watermelon,action,kinetics_400,
egg hunting,action,kinetics_400,
exercising arm,action,kinetics_400,
exercising with an exercise ball,action,kinetics_400,
extinguishing fire,action,kinetics_400,
faceplanting,action,kinetics_400,
feeding birds,action,kinetics_400,
feeding fish,action,kinetics_400,
feeding goats,action,kinetics_400,
filling eyebrows,action,kinetics_400,
finger snapping,action,kinetics_400,
fixing hair,action,kinetics_400,
flipping pancake,action,kinetics_400,
flying kite,action,kinetics_400,
folding clothes,action,kinetics_400,
folding napkins,action,kinetics_400,
folding paper,action,kinetics_400,
front raises,action,kinetics_400,
frying vegetables,action,kinetics_400,
garbage collecting,action,kinetics_400,
gargling,action,kinetics_400,
getting a haircut,action,kinetics_400,
getting a tattoo,action,kinetics_400,
giving or receiving award,action,kinetics_400,
golf chipping,action,kinetics_400,
golf driving,action,kinetics_400,
golf putting,action,kinetics_400,
grinding meat,action,kinetics_400,
grooming dog,action,kinetics_400,
grooming horse,action,kinetics_400,
gymnastics tumbling,action,kinetics_400,
hammer throw,action,kinetics_400,
headbanging,action,kinetics_400,
headbutting,action,kinetics_400,
high jump,action,kinetics_400,
high kick,action,kinetics_400,
hitting baseball,action,kinetics_400,
hockey stop,action,kinetics_400,
holding snake,action,kinetics_400,
hopscotch,action,kinetics_400,
hoverboarding,action,kinetics_400,
hugging,action,kinetics_400,
hula hooping,action,kinetics_400,
hurdling,action,kinetics_400,
hurling (sport),action,kinetics_400,
ice climbing,action,kinetics_400,
ice fishing,action,kinetics_400,
ice skating,action,kinetics_400,
ironing,action,kinetics_400,
javelin throw,action,kinetics_400,
jetskiing,action,kinetics_400,
jogging,action,kinetics_400,
juggling balls,action,kinetics_400,
juggling fire,action,kinetics_400,
juggling soccer ball,action,kinetics_400,
jumping into pool,action,kinetics_400,
jumpstyle dancing,action,kinetics_400,
kicking field goal,action,kinetics_400,
kicking soccer ball,action,kinetics_400,
kissing,action,kinetics_400,
kitesurfing,action,kinetics_400,
knitting,action,kinetics_400,
krumping,action,kinetics_400,
laughing,action,kinetics_400,
laying bricks,action,kinetics_400,
long jump,action,kinetics_400,
lunge,action,kinetics_400,
making a cake,action,kinetics_400,
making a sandwich,action,kinetics_400,
making bed,action,kinetics_400,
making jewelry,action,kinetics_400,
making pizza,action,kinetics_400,
making snowman,action,kinetics_400,
making sushi,action,kinetics_400,
making tea,action,kinetics_400,
marching,action,kinetics_400,
massaging back,action,kinetics_400,
massaging feet,action,kinetics_400,
massaging legs,action,kinetics_400,
massaging person's head,action,kinetics_400,
milking cow,action,kinetics_400,
mopping floor,action,kinetics_400,
motorcycling,action,kinetics_400,
moving furniture,action,kinetics_400,
mowing lawn,action,kinetics_400,
news anchoring,action,kinetics_400,
opening bottle,action,kinetics_400,
opening present,action,kinetics_400,
paragliding,action,kinetics_400,
parasailing,action,kinetics_400,
parkour,action,kinetics_400,
passing American football (in game),action,kinetics_400,
passing American football (not in game),action,kinetics_400,
peeling apples,action,kinetics_400,
peeling potatoes,action,kinetics_400,
petting animal (not cat),action,kinetics_400,
petting cat,action,kinetics_400,
picking fruit,action,kinetics_400,
planting trees,action,kinetics_400,
plastering,action,kinetics_400,
playing accordion,action,kinetics_400,
playing badminton,action,kinetics_400,
playing bagpipes,action,kinetics_400,
playing basketball,action,kinetics_400,
playing bass guitar,action,kinetics_400,
playing cards,action,kinetics_400,
playing cello,action,kinetics_400,
playing chess,action,kinetics_400,
playing clarinet,action,kinetics_400,
playing controller,action,kinetics_400,
playing cricket,action,kinetics_400,
playing cymbals,action,kinetics_400,
playing didgeridoo,action,kinetics_400,
playing drums,action,kinetics_400,
playing flute,action,kinetics_400,
playing guitar,action,kinetics_400,
playing harmonica,action,kinetics_400,
playing harp,action,kinetics_400,
playing ice hockey,action,kinetics_400,
playing keyboard,action,kinetics_400,
playing kickball,action,kinetics_400,
playing monopoly,action,kinetics_400,
playing organ,action,kinetics_400,
playing paintball,action,kinetics_400,
playing piano,action,kinetics_400,
playing poker,action,kinetics_400,
playing recorder,action,kinetics_400,
playing saxophone,action,kinetics_400,
playing squash or racquetball,action,kinetics_400,
playing tennis,action,kinetics_400,
playing trombone,action,kinetics_400,
playing trumpet,action,kinetics_400,
playing ukulele,action,kinetics_400,
playing violin,action,kinetics_400,
playing volleyball,action,kinetics_400,
playing xylophone,action,kinetics_400,
pole vault,action,kinetics_400,
presenting weather forecast,action,kinetics_400,
pull ups,action,kinetics_400,
pumping fist,action,kinetics_400,
pumping gas,action,kinetics_400,
punching bag,action,kinetics_400,
punching person (boxing),action,kinetics_400,
push up,action,kinetics_400,
pushing car,action,kinetics_400,
pushing cart,action,kinetics_400,
pushing wheelchair,action,kinetics_400,
reading book,action,kinetics_400,
reading newspaper,action,kinetics_400,
recording music,action,kinetics_400,
riding a bike,action,kinetics_400,
riding camel,action,kinetics_400,
riding elephant,action,kinetics_400,
riding mechanical bull,action,kinetics_400,
riding mountain bike,action,kinetics_400,
riding mule,action,kinetics_400,
riding or walking with horse,action,kinetics_400,
riding scooter,action,kinetics_400,
riding unicycle,action,kinetics_400,
ripping paper,action,kinetics_400,
robot dancing,action,kinetics_400,
rock climbing,action,kinetics_400,
rock scissors paper,action,kinetics_400,
roller skating,action,kinetics_400,
running on treadmill,action,kinetics_400,
sailing,action,kinetics_400,
salsa dancing,action,kinetics_400,
sanding floor,action,kinetics_400,
scrambling eggs,action,kinetics_400,
scuba diving,action,kinetics_400,
setting table,action,kinetics_400,
shaking hands,action,kinetics_400,
shaking head,action,kinetics_400,
sharpening knives,action,kinetics_400,
sharpening pencil,action,kinetics_400,
shaving head,action,kinetics_400,
shaving legs,action,kinetics_400,
shearing sheep,action,kinetics_400,
shining shoes,action,kinetics_400,
shooting basketball,action,kinetics_400,
shooting goal (soccer),action,kinetics_400,
shot put,action,kinetics_400,
shoveling snow,action,kinetics_400,
shredding paper,action,kinetics_400,
shuffling cards,action,kinetics_400,
side kick,action,kinetics_400,
sign language interpreting,action,kinetics_400,
singing,action,kinetics_400,
situp,action,kinetics_400,
skateboarding,action,kinetics_400,
ski jumping,action,kinetics_400,
skiing (not slalom or crosscountry),action,kinetics_400,
skiing crosscountry,action,kinetics_400,
skiing slalom,action,kinetics_400,
skipping rope,action,kinetics_400,
skydiving,action,kinetics_400,
slacklining,action,kinetics_400,
slapping,action,kinetics_400,
sled dog racing,action,kinetics_400,
smoking,action,kinetics_400,
smoking hookah,action,kinetics_400,
snatch weight lifting,action,kinetics_400,
sneezing,action,kinetics_400,
sniffing,action,kinetics_400,
snorkeling,action,kinetics_400,
snowboarding,action,kinetics_400,
snowkiting,action,kinetics_400,
snowmobiling,action,kinetics_400,
somersaulting,action,kinetics_400,
spinning poi,action,kinetics_400,
spray painting,action,kinetics_400,
spraying,action,kinetics_400,
springboard diving,action,kinetics_400,
squat,action,kinetics_400,
sticking tongue out,action,kinetics_400,
stomping grapes,action,kinetics_400,
stretching arm,action,kinetics_400,
stretching leg,action,kinetics_400,
strumming guitar,action,kinetics_400,
surfing crowd,action,kinetics_400,
surfing water,action,kinetics_400,
sweeping floor,action,kinetics_400,
swimming backstroke,action,kinetics_400,
swimming breast stroke,action,kinetics_400,
swimming butterfly stroke,action,kinetics_400,
swing dancing,action,kinetics_400,
swinging legs,action,kinetics_400,
swinging on something,action,kinetics_400,
sword fighting,action,kinetics_400,
tai chi,action,kinetics_400,
taking a shower,action,kinetics_400,
tango dancing,action,kinetics_400,
tap dancing,action,kinetics_400,
tapping guitar,action,kinetics_400,
tapping pen,action,kinetics_400,
tasting beer,action,kinetics_400,
tasting food,action,kinetics_400,
testifying,action,kinetics_400,
texting,action,kinetics_400,
throwing axe,action,kinetics_400,
throwing ball,action,kinetics_400,
throwing discus,action,kinetics_400,
tickling,action,kinetics_400,
tobogganing,action,kinetics_400,
tossing coin,action,kinetics_400,
tossing salad,action,kinetics_400,
training dog,action,kinetics_400,
trapezing,action,kinetics_400,
trimming or shaving beard,action,kinetics_400,
trimming trees,action,kinetics_400,
triple jump,action,kinetics_400,
tying bow tie,action,kinetics_400,
tying knot (not on a tie),action,kinetics_400,
tying tie,action,kinetics_400,
unboxing,action,kinetics_400,
unloading truck,action,kinetics_400,
using computer,action,kinetics_400,
using remote controller (not gaming),action,kinetics_400,
using segway,action,kinetics_400,
vault,action,kinetics_400,
waiting in line,action,kinetics_400,
walking the dog,action,kinetics_400,
washing dishes,action,kinetics_400,
washing feet,action,kinetics_400,
washing hair,action,kinetics_400,
washing hands,action,kinetics_400,
water skiing,action,kinetics_400,
water sliding,action,kinetics_400,
watering plants,action,kinetics_400,
waxing back,action,kinetics_400,
waxing chest,action,kinetics_400,
waxing eyebrows,action,kinetics_400,
waxing legs,action,kinetics_400,
weaving basket,action,kinetics_400,
welding,action,kinetics_400,
whistling,action,kinetics_400,
windsurfing,action,kinetics_400,
wrapping present,action,kinetics_400,
wrestling,action,kinetics_400,
writing,action,kinetics_400,
yawning,action,kinetics_400,
yoga,action,kinetics_400,
zumba,action,kinetics_400,
